"nt","user.self","sys.self","elapsed","user.child","sys.child"
"1",NA,5092.253,67.73,19839.5,19.405,3.553
"1",50,3223.184,19.527,3234.959,0.968999999999998,0.336
"1",50,1944.494,10.654,1948.867,0.217000000000002,0.0729999999999995
"1",50,1222.33,3.28399999999999,1262.051,0.180999999999997,0.0670000000000002
"1",50,616.343000000001,0.920000000000002,617.034,0.00500000000000256,0.00199999999999978
