"model","P","V","I","L","m1","alpha","seasonDistribution","mu","sd","max","min","m2","gamma"
"determinate",1,0.1,0,0,25,1,"uniform",NA,NA,5,2.5,25,0
"determinate",1,0.1,0,0,50,1,"uniform",NA,NA,5,2.5,50,0
"determinate",1,0.1,0,0,75,1,"uniform",NA,NA,5,2.5,75,0
